Hugo_Symbol	type	freq	data	class	n.samples	n.patients
CTNNA1	HR+	0.005	brca_metabric	Primary	1413	1413
FOXO1	HR+	0.0057	brca_metabric	Primary	1413	1413
FOXP1	HR+	0.0079	brca_metabric	Primary	1413	1413
BRAF	HR+	0.0036	brca_metabric	Primary	1413	1413
FOXO3	HR+	0.005	brca_metabric	Primary	1413	1413
AKT2	HR+	0.005	brca_metabric	Primary	1413	1413
CHEK2	HR+	0.0064	brca_metabric	Primary	1413	1413
SMAD2	HR+	0.0036	brca_metabric	Primary	1413	1413
CCND3	HR+	0.005	brca_metabric	Primary	1413	1413
SMARCD1	HR+	7e-04	brca_metabric	Primary	1413	1413
NRAS	HR+	0.0014	brca_metabric	Primary	1413	1413
HRAS	HR+	0.0014	brca_metabric	Primary	1413	1413
SMARCB1	HR+	0.0014	brca_metabric	Primary	1413	1413
PIK3CA	HER2+	0.3017	brca_metabric	Primary	247	247
SYNE1	HER2+	0.1281	brca_metabric	Primary	247	247
KMT2C	HER2+	0.0661	brca_metabric	Primary	247	247
KMT2D	HER2+	0.0579	brca_metabric	Primary	247	247
PDE4DIP	HER2+	0.0868	brca_metabric	Primary	247	247
AKAP9	HER2+	0.0455	brca_metabric	Primary	247	247
MAP3K1	HER2+	0.0207	brca_metabric	Primary	247	247
NOTCH1	HER2+	0.0413	brca_metabric	Primary	247	247
AKT1	HER2+	0.0041	brca_metabric	Primary	247	247
ARID1A	HER2+	0.0537	brca_metabric	Primary	247	247
ROS1	HER2+	0.0372	brca_metabric	Primary	247	247
ATR	HER2+	0.0455	brca_metabric	Primary	247	247
CDH1	HER2+	0.0248	brca_metabric	Primary	247	247
MYH9	HER2+	0.0289	brca_metabric	Primary	247	247
EP300	HER2+	0.0331	brca_metabric	Primary	247	247
NCOR1	HER2+	0.0289	brca_metabric	Primary	247	247
ERBB2	HER2+	0.0331	brca_metabric	Primary	247	247
TAF1	HER2+	0.0413	brca_metabric	Primary	247	247
NF1	HER2+	0.0207	brca_metabric	Primary	247	247
PTPRD	HER2+	0.0207	brca_metabric	Primary	247	247
ERBB3	HER2+	0.0248	brca_metabric	Primary	247	247
USP9X	HER2+	0.0331	brca_metabric	Primary	247	247
SETD2	HER2+	0.0248	brca_metabric	Primary	247	247
FANCA	HER2+	0.0331	brca_metabric	Primary	247	247
APC	HER2+	0.0289	brca_metabric	Primary	247	247
TBX3	HER2+	0.0207	brca_metabric	Primary	247	247
ALK	HER2+	0.0083	brca_metabric	Primary	247	247
ARID1B	HER2+	0.0124	brca_metabric	Primary	247	247
PTEN	HER2+	0.0041	brca_metabric	Primary	247	247
ASXL1	HER2+	0.0207	brca_metabric	Primary	247	247
SF3B1	HER2+	0.0124	brca_metabric	Primary	247	247
GATA3	HER2+	0.0124	brca_metabric	Primary	247	247
KDM6A	HER2+	0.0207	brca_metabric	Primary	247	247
ASXL2	HER2+	0.0124	brca_metabric	Primary	247	247
UBR5	HER2+	0.0165	brca_metabric	Primary	247	247
ARID2	HER2+	0.0248	brca_metabric	Primary	247	247
MAP2K4	HER2+	0.0124	brca_metabric	Primary	247	247
GPR124	HER2+	0.0083	brca_metabric	Primary	247	247
ARID5B	HER2+	0.0165	brca_metabric	Primary	247	247
RB1	HER2+	0.0165	brca_metabric	Primary	247	247
RUNX1	HER2+	0.0165	brca_metabric	Primary	247	247
PIK3R1	HER2+	0.0207	brca_metabric	Primary	247	247
CBFB	HER2+	0.0083	brca_metabric	Primary	247	247
FANCD2	HER2+	0.0331	brca_metabric	Primary	247	247
EGFR	HER2+	0.0041	brca_metabric	Primary	247	247
PBRM1	HER2+	0.0289	brca_metabric	Primary	247	247
BRCA2	HER2+	0.0083	brca_metabric	Primary	247	247
JAK1	HER2+	0.0165	brca_metabric	Primary	247	247
BRCA1	HER2+	0.0165	brca_metabric	Primary	247	247
LIFR	HER2+	0.0289	brca_metabric	Primary	247	247
ERBB4	HER2+	0.0124	brca_metabric	Primary	247	247
BAP1	HER2+	0.0083	brca_metabric	Primary	247	247
CASP8	HER2+	0.0124	brca_metabric	Primary	247	247
CTCF	HER2+	0	brca_metabric	Primary	247	247
FLT3	HER2+	0.0041	brca_metabric	Primary	247	247
SMAD4	HER2+	0.0083	brca_metabric	Primary	247	247
FBXW7	HER2+	0.0207	brca_metabric	Primary	247	247
BRIP1	HER2+	0.0124	brca_metabric	Primary	247	247
MAP3K13	HER2+	0.0083	brca_metabric	Primary	247	247
MEN1	HER2+	0.0041	brca_metabric	Primary	247	247
STK11	HER2+	0.0041	brca_metabric	Primary	247	247
CDKN2A	HER2+	0.0083	brca_metabric	Primary	247	247
KRAS	HER2+	0	brca_metabric	Primary	247	247
NF2	HER2+	0.0083	brca_metabric	Primary	247	247
CDKN1B	HER2+	0.0041	brca_metabric	Primary	247	247
CTNNA1	HER2+	0	brca_metabric	Primary	247	247
FOXO1	HER2+	0.0041	brca_metabric	Primary	247	247
FOXP1	HER2+	0.0041	brca_metabric	Primary	247	247
BRAF	HER2+	0	brca_metabric	Primary	247	247
FOXO3	HER2+	0.0083	brca_metabric	Primary	247	247
AKT2	HER2+	0.0041	brca_metabric	Primary	247	247
CHEK2	HER2+	0	brca_metabric	Primary	247	247
SMAD2	HER2+	0	brca_metabric	Primary	247	247
CCND3	HER2+	0	brca_metabric	Primary	247	247
SMARCD1	HER2+	0.0083	brca_metabric	Primary	247	247
NRAS	HER2+	0.0041	brca_metabric	Primary	247	247
HRAS	HER2+	0	brca_metabric	Primary	247	247
SMARCB1	HER2+	0	brca_metabric	Primary	247	247
PIK3CA	TNBC	0.1531	brca_metabric	Primary	320	320
SYNE1	TNBC	0.1531	brca_metabric	Primary	320	320
KMT2C	TNBC	0.0656	brca_metabric	Primary	320	320
KMT2D	TNBC	0.0781	brca_metabric	Primary	320	320
PDE4DIP	TNBC	0.05	brca_metabric	Primary	320	320
AKAP9	TNBC	0.0656	brca_metabric	Primary	320	320
MAP3K1	TNBC	0.0344	brca_metabric	Primary	320	320
NOTCH1	TNBC	0.0406	brca_metabric	Primary	320	320
AKT1	TNBC	0.0312	brca_metabric	Primary	320	320
ARID1A	TNBC	0.0281	brca_metabric	Primary	320	320
ROS1	TNBC	0.0531	brca_metabric	Primary	320	320
ATR	TNBC	0.0312	brca_metabric	Primary	320	320
CDH1	TNBC	0.0094	brca_metabric	Primary	320	320
MYH9	TNBC	0.0344	brca_metabric	Primary	320	320
EP300	TNBC	0.0312	brca_metabric	Primary	320	320
NCOR1	TNBC	0.0219	brca_metabric	Primary	320	320
ERBB2	TNBC	0.0312	brca_metabric	Primary	320	320
TAF1	TNBC	0.0344	brca_metabric	Primary	320	320
NF1	TNBC	0.025	brca_metabric	Primary	320	320
PTPRD	TNBC	0.0281	brca_metabric	Primary	320	320
ERBB3	TNBC	0.025	brca_metabric	Primary	320	320
USP9X	TNBC	0.0281	brca_metabric	Primary	320	320
SETD2	TNBC	0.0344	brca_metabric	Primary	320	320
FANCA	TNBC	0.025	brca_metabric	Primary	320	320
APC	TNBC	0.025	brca_metabric	Primary	320	320
TBX3	TNBC	0.0125	brca_metabric	Primary	320	320
ALK	TNBC	0.025	brca_metabric	Primary	320	320
ARID1B	TNBC	0.025	brca_metabric	Primary	320	320
PTEN	TNBC	0.0188	brca_metabric	Primary	320	320
ASXL1	TNBC	0.0125	brca_metabric	Primary	320	320
SF3B1	TNBC	0.0062	brca_metabric	Primary	320	320
GATA3	TNBC	0.0031	brca_metabric	Primary	320	320
KDM6A	TNBC	0.0188	brca_metabric	Primary	320	320
ASXL2	TNBC	0.0156	brca_metabric	Primary	320	320
UBR5	TNBC	0.0188	brca_metabric	Primary	320	320
ARID2	TNBC	0.0031	brca_metabric	Primary	320	320
MAP2K4	TNBC	0.0062	brca_metabric	Primary	320	320
GPR124	TNBC	0.0125	brca_metabric	Primary	320	320
ARID5B	TNBC	0.0156	brca_metabric	Primary	320	320
RB1	TNBC	0.025	brca_metabric	Primary	320	320
RUNX1	TNBC	0.0156	brca_metabric	Primary	320	320
PIK3R1	TNBC	0.0156	brca_metabric	Primary	320	320
CBFB	TNBC	0	brca_metabric	Primary	320	320
FANCD2	TNBC	0.0156	brca_metabric	Primary	320	320
EGFR	TNBC	0.0188	brca_metabric	Primary	320	320
PBRM1	TNBC	0.0125	brca_metabric	Primary	320	320
BRCA2	TNBC	0.0156	brca_metabric	Primary	320	320
JAK1	TNBC	0.0094	brca_metabric	Primary	320	320
BRCA1	TNBC	0.0156	brca_metabric	Primary	320	320
LIFR	TNBC	0.0125	brca_metabric	Primary	320	320
ERBB4	TNBC	0.0125	brca_metabric	Primary	320	320
BAP1	TNBC	0.0375	brca_metabric	Primary	320	320
CASP8	TNBC	0.0156	brca_metabric	Primary	320	320
CTCF	TNBC	0.0031	brca_metabric	Primary	320	320
FLT3	TNBC	0.0156	brca_metabric	Primary	320	320
SMAD4	TNBC	0.0031	brca_metabric	Primary	320	320
FBXW7	TNBC	0.0094	brca_metabric	Primary	320	320
BRIP1	TNBC	0.0031	brca_metabric	Primary	320	320
MAP3K13	TNBC	0.0125	brca_metabric	Primary	320	320
MEN1	TNBC	0.0125	brca_metabric	Primary	320	320
STK11	TNBC	0.0094	brca_metabric	Primary	320	320
CDKN2A	TNBC	0.0062	brca_metabric	Primary	320	320
KRAS	TNBC	0.0125	brca_metabric	Primary	320	320
NF2	TNBC	0	brca_metabric	Primary	320	320
CDKN1B	TNBC	0.0031	brca_metabric	Primary	320	320
CTNNA1	TNBC	0.0062	brca_metabric	Primary	320	320
FOXO1	TNBC	0	brca_metabric	Primary	320	320
FOXP1	TNBC	0	brca_metabric	Primary	320	320
BRAF	TNBC	0.0125	brca_metabric	Primary	320	320
FOXO3	TNBC	0.0031	brca_metabric	Primary	320	320
AKT2	TNBC	0.0031	brca_metabric	Primary	320	320
CHEK2	TNBC	0.0031	brca_metabric	Primary	320	320
SMAD2	TNBC	0.0062	brca_metabric	Primary	320	320
CCND3	TNBC	0.0031	brca_metabric	Primary	320	320
SMARCD1	TNBC	0.0031	brca_metabric	Primary	320	320
NRAS	TNBC	0	brca_metabric	Primary	320	320
HRAS	TNBC	0	brca_metabric	Primary	320	320
SMARCB1	TNBC	0	brca_metabric	Primary	320	320
PIK3CA	all	0.3707	brca_metabric	Primary	1980	1980
SYNE1	all	0.1136	brca_metabric	Primary	1980	1980
KMT2C	all	0.0769	brca_metabric	Primary	1980	1980
KMT2D	all	0.065	brca_metabric	Primary	1980	1980
PDE4DIP	all	0.0522	brca_metabric	Primary	1980	1980
AKAP9	all	0.0458	brca_metabric	Primary	1980	1980
MAP3K1	all	0.0506	brca_metabric	Primary	1980	1980
NOTCH1	all	0.0426	brca_metabric	Primary	1980	1980
AKT1	all	0.0391	brca_metabric	Primary	1980	1980
ARID1A	all	0.0331	brca_metabric	Primary	1980	1980
ROS1	all	0.0307	brca_metabric	Primary	1980	1980
ATR	all	0.0327	brca_metabric	Primary	1980	1980
CDH1	all	0.0383	brca_metabric	Primary	1980	1980
MYH9	all	0.0283	brca_metabric	Primary	1980	1980
EP300	all	0.0255	brca_metabric	Primary	1980	1980
NCOR1	all	0.0267	brca_metabric	Primary	1980	1980
ERBB2	all	0.0243	brca_metabric	Primary	1980	1980
TAF1	all	0.0199	brca_metabric	Primary	1980	1980
NF1	all	0.0287	brca_metabric	Primary	1980	1980
PTPRD	all	0.0251	brca_metabric	Primary	1980	1980
ERBB3	all	0.0243	brca_metabric	Primary	1980	1980
USP9X	all	0.0211	brca_metabric	Primary	1980	1980
SETD2	all	0.0227	brca_metabric	Primary	1980	1980
FANCA	all	0.0223	brca_metabric	Primary	1980	1980
APC	all	0.0203	brca_metabric	Primary	1980	1980
TBX3	all	0.0223	brca_metabric	Primary	1980	1980
ALK	all	0.0203	brca_metabric	Primary	1980	1980
ARID1B	all	0.0191	brca_metabric	Primary	1980	1980
PTEN	all	0.0207	brca_metabric	Primary	1980	1980
ASXL1	all	0.0187	brca_metabric	Primary	1980	1980
SF3B1	all	0.0259	brca_metabric	Primary	1980	1980
GATA3	all	0.0243	brca_metabric	Primary	1980	1980
KDM6A	all	0.0155	brca_metabric	Primary	1980	1980
ASXL2	all	0.0187	brca_metabric	Primary	1980	1980
UBR5	all	0.0171	brca_metabric	Primary	1980	1980
ARID2	all	0.0159	brca_metabric	Primary	1980	1980
MAP2K4	all	0.0199	brca_metabric	Primary	1980	1980
GPR124	all	0.0195	brca_metabric	Primary	1980	1980
ARID5B	all	0.0143	brca_metabric	Primary	1980	1980
RB1	all	0.0132	brca_metabric	Primary	1980	1980
RUNX1	all	0.0139	brca_metabric	Primary	1980	1980
PIK3R1	all	0.0139	brca_metabric	Primary	1980	1980
CBFB	all	0.0211	brca_metabric	Primary	1980	1980
FANCD2	all	0.0136	brca_metabric	Primary	1980	1980
EGFR	all	0.0147	brca_metabric	Primary	1980	1980
PBRM1	all	0.0151	brca_metabric	Primary	1980	1980
BRCA2	all	0.0139	brca_metabric	Primary	1980	1980
JAK1	all	0.0132	brca_metabric	Primary	1980	1980
BRCA1	all	0.0108	brca_metabric	Primary	1980	1980
LIFR	all	0.0136	brca_metabric	Primary	1980	1980
ERBB4	all	0.012	brca_metabric	Primary	1980	1980
BAP1	all	0.0136	brca_metabric	Primary	1980	1980
CASP8	all	0.0104	brca_metabric	Primary	1980	1980
CTCF	all	0.0187	brca_metabric	Primary	1980	1980
FLT3	all	0.012	brca_metabric	Primary	1980	1980
SMAD4	all	0.0096	brca_metabric	Primary	1980	1980
FBXW7	all	0.0084	brca_metabric	Primary	1980	1980
BRIP1	all	0.0084	brca_metabric	Primary	1980	1980
MAP3K13	all	0.0084	brca_metabric	Primary	1980	1980
MEN1	all	0.008	brca_metabric	Primary	1980	1980
STK11	all	0.0068	brca_metabric	Primary	1980	1980
CDKN2A	all	0.0056	brca_metabric	Primary	1980	1980
KRAS	all	0.0056	brca_metabric	Primary	1980	1980
NF2	all	0.0052	brca_metabric	Primary	1980	1980
CDKN1B	all	0.0068	brca_metabric	Primary	1980	1980
CTNNA1	all	0.0048	brca_metabric	Primary	1980	1980
FOXO1	all	0.0056	brca_metabric	Primary	1980	1980
FOXP1	all	0.0052	brca_metabric	Primary	1980	1980
BRAF	all	0.0056	brca_metabric	Primary	1980	1980
FOXO3	all	0.004	brca_metabric	Primary	1980	1980
AKT2	all	0.0048	brca_metabric	Primary	1980	1980
CHEK2	all	0.0056	brca_metabric	Primary	1980	1980
SMAD2	all	0.0032	brca_metabric	Primary	1980	1980
CCND3	all	0.0036	brca_metabric	Primary	1980	1980
SMARCD1	all	0.0024	brca_metabric	Primary	1980	1980
NRAS	all	0.0012	brca_metabric	Primary	1980	1980
HRAS	all	0.002	brca_metabric	Primary	1980	1980
SMARCB1	all	8e-04	brca_metabric	Primary	1980	1980
TP53	HR+	0.231	breast_msk_2018	Metastasis	629	584
ESR1	HR+	0.1693	breast_msk_2018	Metastasis	629	584
KMT2C	HR+	0.0853	breast_msk_2018	Metastasis	629	584
ERBB2	HR+	0.0472	breast_msk_2018	Metastasis	629	584
CDH1	HR+	0.0709	breast_msk_2018	Metastasis	629	584
KMT2D	HR+	0.0367	breast_msk_2018	Metastasis	629	584
NF1	HR+	0.0407	breast_msk_2018	Metastasis	629	584
AKT1	HR+	0.0748	breast_msk_2018	Metastasis	629	584
ARID1A	HR+	0.0433	breast_msk_2018	Metastasis	629	584
PTEN	HR+	0.042	breast_msk_2018	Metastasis	629	584
ATR	HR+	0.0367	breast_msk_2018	Metastasis	629	584
GATA3	HR+	0.0433	breast_msk_2018	Metastasis	629	584
ATM	HR+	0.0302	breast_msk_2018	Metastasis	629	584
PTPRD	HR+	0.0144	breast_msk_2018	Metastasis	629	584
EP300	HR+	0.0144	breast_msk_2018	Metastasis	629	584
BRCA2	HR+	0.0315	breast_msk_2018	Metastasis	629	584
APC	HR+	0.0276	breast_msk_2018	Metastasis	629	584
NCOR1	HR+	0.0302	breast_msk_2018	Metastasis	629	584
ARID2	HR+	0.0249	breast_msk_2018	Metastasis	629	584
TET1	HR+	0.0249	breast_msk_2018	Metastasis	629	584
ROS1	HR+	0.0236	breast_msk_2018	Metastasis	629	584
NOTCH2	HR+	0.0157	breast_msk_2018	Metastasis	629	584
MAP3K1	HR+	0.0512	breast_msk_2018	Metastasis	629	584
CREBBP	HR+	0.0249	breast_msk_2018	Metastasis	629	584
NOTCH1	HR+	0.0223	breast_msk_2018	Metastasis	629	584
RB1	HR+	0.021	breast_msk_2018	Metastasis	629	584
TBX3	HR+	0.0223	breast_msk_2018	Metastasis	629	584
ALK	HR+	0.0144	breast_msk_2018	Metastasis	629	584
KMT2A	HR+	0.0197	breast_msk_2018	Metastasis	629	584
ERBB3	HR+	0.0184	breast_msk_2018	Metastasis	629	584
FLT4	HR+	0.0171	breast_msk_2018	Metastasis	629	584
NSD1	HR+	0.0197	breast_msk_2018	Metastasis	629	584
PDGFRA	HR+	0.0157	breast_msk_2018	Metastasis	629	584
IGF1R	HR+	0.0157	breast_msk_2018	Metastasis	629	584
JAK1	HR+	0.0184	breast_msk_2018	Metastasis	629	584
FGFR4	HR+	0.0236	breast_msk_2018	Metastasis	629	584
PTPRT	HR+	0.0171	breast_msk_2018	Metastasis	629	584
TSC2	HR+	0.0144	breast_msk_2018	Metastasis	629	584
DNMT3A	HR+	0.0157	breast_msk_2018	Metastasis	629	584
CARD11	HR+	0.021	breast_msk_2018	Metastasis	629	584
KDR	HR+	0.0157	breast_msk_2018	Metastasis	629	584
MEN1	HR+	0.0197	breast_msk_2018	Metastasis	629	584
SMARCA4	HR+	0.0118	breast_msk_2018	Metastasis	629	584
MTOR	HR+	0.021	breast_msk_2018	Metastasis	629	584
SF3B1	HR+	0.0223	breast_msk_2018	Metastasis	629	584
CTCF	HR+	0.0223	breast_msk_2018	Metastasis	629	584
PIK3CG	HR+	0.0157	breast_msk_2018	Metastasis	629	584
IKZF1	HR+	0.0144	breast_msk_2018	Metastasis	629	584
CIC	HR+	0.0144	breast_msk_2018	Metastasis	629	584
SMAD4	HR+	0.0184	breast_msk_2018	Metastasis	629	584
SETD2	HR+	0.0144	breast_msk_2018	Metastasis	629	584
FGFR2	HR+	0.0144	breast_msk_2018	Metastasis	629	584
ERBB4	HR+	0.0157	breast_msk_2018	Metastasis	629	584
PTCH1	HR+	0.0184	breast_msk_2018	Metastasis	629	584
BRIP1	HR+	0.0197	breast_msk_2018	Metastasis	629	584
BRCA1	HR+	0.0131	breast_msk_2018	Metastasis	629	584
BLM	HR+	0.0144	breast_msk_2018	Metastasis	629	584
PARP1	HR+	0.0131	breast_msk_2018	Metastasis	629	584
MAP2K4	HR+	0.0236	breast_msk_2018	Metastasis	629	584
CBFB	HR+	0.0223	breast_msk_2018	Metastasis	629	584
ARID1B	HR+	0.0118	breast_msk_2018	Metastasis	629	584
FLT3	HR+	0.0118	breast_msk_2018	Metastasis	629	584
CDK12	HR+	0.0105	breast_msk_2018	Metastasis	629	584
FLT1	HR+	0.0118	breast_msk_2018	Metastasis	629	584
EGFR	HR+	0.0118	breast_msk_2018	Metastasis	629	584
ASXL1	HR+	0.0079	breast_msk_2018	Metastasis	629	584
RUNX1	HR+	0.0105	breast_msk_2018	Metastasis	629	584
NFE2L2	HR+	0.0105	breast_msk_2018	Metastasis	629	584
PALB2	HR+	0.0105	breast_msk_2018	Metastasis	629	584
SMARCB1	HR+	0.0052	breast_msk_2018	Metastasis	629	584
FBXW7	HR+	0.0079	breast_msk_2018	Metastasis	629	584
STK11	HR+	0.0066	breast_msk_2018	Metastasis	629	584
MSH6	HR+	0.0052	breast_msk_2018	Metastasis	629	584
BAP1	HR+	0.0066	breast_msk_2018	Metastasis	629	584
DICER1	HR+	0.0157	breast_msk_2018	Metastasis	629	584
PIK3R1	HR+	0.0092	breast_msk_2018	Metastasis	629	584
MAP3K13	HR+	0.0144	breast_msk_2018	Metastasis	629	584
PIK3CB	HR+	0.0144	breast_msk_2018	Metastasis	629	584
AXL	HR+	0.0092	breast_msk_2018	Metastasis	629	584
PBRM1	HR+	0.0092	breast_msk_2018	Metastasis	629	584
NTRK1	HR+	0.0092	breast_msk_2018	Metastasis	629	584
EPHB1	HR+	0.0079	breast_msk_2018	Metastasis	629	584
NF2	HR+	0.0026	breast_msk_2018	Metastasis	629	584
RECQL4	HR+	0.0066	breast_msk_2018	Metastasis	629	584
ERCC4	HR+	0.0131	breast_msk_2018	Metastasis	629	584
TSC1	HR+	0.0092	breast_msk_2018	Metastasis	629	584
EPHA3	HR+	0.0092	breast_msk_2018	Metastasis	629	584
NTRK3	HR+	0.0092	breast_msk_2018	Metastasis	629	584
ERCC5	HR+	0.0079	breast_msk_2018	Metastasis	629	584
IRS2	HR+	0.0079	breast_msk_2018	Metastasis	629	584
CHEK2	HR+	0.0026	breast_msk_2018	Metastasis	629	584
RAD50	HR+	0.0118	breast_msk_2018	Metastasis	629	584
JAK2	HR+	0.0079	breast_msk_2018	Metastasis	629	584
DDR2	HR+	0.0079	breast_msk_2018	Metastasis	629	584
KIT	HR+	0.0079	breast_msk_2018	Metastasis	629	584
ASXL2	HR+	0.0105	breast_msk_2018	Metastasis	629	584
TET2	HR+	0.0105	breast_msk_2018	Metastasis	629	584
KRAS	HR+	0.0079	breast_msk_2018	Metastasis	629	584
ARID5B	HR+	0.0079	breast_msk_2018	Metastasis	629	584
FANCA	HR+	0.0079	breast_msk_2018	Metastasis	629	584
RARA	HR+	0.0066	breast_msk_2018	Metastasis	629	584
PMS1	HR+	0.0092	breast_msk_2018	Metastasis	629	584
CDC73	HR+	0.0092	breast_msk_2018	Metastasis	629	584
DAXX	HR+	0.0092	breast_msk_2018	Metastasis	629	584
FGFR1	HR+	0.0066	breast_msk_2018	Metastasis	629	584
SOX2	HR+	0.0066	breast_msk_2018	Metastasis	629	584
SMAD2	HR+	0.0079	breast_msk_2018	Metastasis	629	584
SYK	HR+	0.0079	breast_msk_2018	Metastasis	629	584
PIK3CD	HR+	0.0066	breast_msk_2018	Metastasis	629	584
REL	HR+	0.0066	breast_msk_2018	Metastasis	629	584
XPO1	HR+	0.0066	breast_msk_2018	Metastasis	629	584
ERCC3	HR+	0.0052	breast_msk_2018	Metastasis	629	584
IRF4	HR+	0.0066	breast_msk_2018	Metastasis	629	584
PIK3R2	HR+	0.0066	breast_msk_2018	Metastasis	629	584
RET	HR+	0.0052	breast_msk_2018	Metastasis	629	584
ERCC2	HR+	0.0066	breast_msk_2018	Metastasis	629	584
CDKN2A	HR+	0.0066	breast_msk_2018	Metastasis	629	584
FOXP1	HR+	0.0052	breast_msk_2018	Metastasis	629	584
HNF1A	HR+	0.0052	breast_msk_2018	Metastasis	629	584
IDH1	HR+	0.0039	breast_msk_2018	Metastasis	629	584
GATA2	HR+	0.0026	breast_msk_2018	Metastasis	629	584
JAK3	HR+	0.0144	breast_msk_2018	Metastasis	629	584
CCND2	HR+	0.0026	breast_msk_2018	Metastasis	629	584
TOP1	HR+	0.0026	breast_msk_2018	Metastasis	629	584
CDK8	HR+	0.0026	breast_msk_2018	Metastasis	629	584
MAP2K1	HR+	0.0052	breast_msk_2018	Metastasis	629	584
MYC	HR+	0.0052	breast_msk_2018	Metastasis	629	584
BCL6	HR+	0.0052	breast_msk_2018	Metastasis	629	584
FLCN	HR+	0.0052	breast_msk_2018	Metastasis	629	584
BMPR1A	HR+	0.0039	breast_msk_2018	Metastasis	629	584
MDM2	HR+	0.0039	breast_msk_2018	Metastasis	629	584
MYCN	HR+	0.0013	breast_msk_2018	Metastasis	629	584
PDGFRB	HR+	0.0118	breast_msk_2018	Metastasis	629	584
ERG	HR+	0.0118	breast_msk_2018	Metastasis	629	584
SMO	HR+	0.0118	breast_msk_2018	Metastasis	629	584
TGFBR2	HR+	0.0039	breast_msk_2018	Metastasis	629	584
SUFU	HR+	0	breast_msk_2018	Metastasis	629	584
EZH2	HR+	0.0105	breast_msk_2018	Metastasis	629	584
PPP2R1A	HR+	0.0105	breast_msk_2018	Metastasis	629	584
CDKN1B	HR+	0.0039	breast_msk_2018	Metastasis	629	584
MSH2	HR+	0.0039	breast_msk_2018	Metastasis	629	584
RAF1	HR+	0.0039	breast_msk_2018	Metastasis	629	584
SDHB	HR+	0.0039	breast_msk_2018	Metastasis	629	584
MLH1	HR+	0.0039	breast_msk_2018	Metastasis	629	584
WT1	HR+	0.0092	breast_msk_2018	Metastasis	629	584
ABL1	HR+	0.0092	breast_msk_2018	Metastasis	629	584
NKX2-1	HR+	0.0092	breast_msk_2018	Metastasis	629	584
CSF1R	HR+	0.0026	breast_msk_2018	Metastasis	629	584
HRAS	HR+	0.0026	breast_msk_2018	Metastasis	629	584
IL7R	HR+	0.0079	breast_msk_2018	Metastasis	629	584
MET	HR+	0.0079	breast_msk_2018	Metastasis	629	584
MITF	HR+	0.0079	breast_msk_2018	Metastasis	629	584
BRAF	HR+	0.0079	breast_msk_2018	Metastasis	629	584
MPL	HR+	0.0079	breast_msk_2018	Metastasis	629	584
TSHR	HR+	0.0079	breast_msk_2018	Metastasis	629	584
AURKA	HR+	0.0079	breast_msk_2018	Metastasis	629	584
TNFAIP3	HR+	0.0026	breast_msk_2018	Metastasis	629	584
MAP2K2	HR+	0.0026	breast_msk_2018	Metastasis	629	584
FGFR3	HR+	0.0026	breast_msk_2018	Metastasis	629	584
AKT2	HR+	0.0026	breast_msk_2018	Metastasis	629	584
ETV1	HR+	0.0026	breast_msk_2018	Metastasis	629	584
GNAS	HR+	0.0026	breast_msk_2018	Metastasis	629	584
FOXL2	HR+	0.0026	breast_msk_2018	Metastasis	629	584
FANCC	HR+	0.0066	breast_msk_2018	Metastasis	629	584
AKT3	HR+	0.0066	breast_msk_2018	Metastasis	629	584
CTNNB1	HR+	0.0066	breast_msk_2018	Metastasis	629	584
IKBKE	HR+	0.0066	breast_msk_2018	Metastasis	629	584
PTPN11	HR+	0.0013	breast_msk_2018	Metastasis	629	584
PRDM1	HR+	0.0013	breast_msk_2018	Metastasis	629	584
CCNE1	HR+	0.0052	breast_msk_2018	Metastasis	629	584
NOTCH4	HR+	0.0052	breast_msk_2018	Metastasis	629	584
MCL1	HR+	0.0052	breast_msk_2018	Metastasis	629	584
CBL	HR+	0.0052	breast_msk_2018	Metastasis	629	584
JUN	HR+	0.0013	breast_msk_2018	Metastasis	629	584
CDK4	HR+	0.0013	breast_msk_2018	Metastasis	629	584
GNA11	HR+	0.0013	breast_msk_2018	Metastasis	629	584
MYCL	HR+	0.0039	breast_msk_2018	Metastasis	629	584
MAPK1	HR+	0.0039	breast_msk_2018	Metastasis	629	584
CASP8	HR+	0.0039	breast_msk_2018	Metastasis	629	584
MDM4	HR+	0.0039	breast_msk_2018	Metastasis	629	584
SMARCD1	HR+	0.0039	breast_msk_2018	Metastasis	629	584
KEAP1	HR+	0.0039	breast_msk_2018	Metastasis	629	584
PAX5	HR+	0.0039	breast_msk_2018	Metastasis	629	584
FH	HR+	0.0026	breast_msk_2018	Metastasis	629	584
SDHC	HR+	0.0026	breast_msk_2018	Metastasis	629	584
MUTYH	HR+	0.0026	breast_msk_2018	Metastasis	629	584
SDHA	HR+	0.0026	breast_msk_2018	Metastasis	629	584
MYD88	HR+	0.0026	breast_msk_2018	Metastasis	629	584
CCND1	HR+	0.0026	breast_msk_2018	Metastasis	629	584
MRE11	HR+	0.0026	breast_msk_2018	Metastasis	629	584
SOCS1	HR+	0.0026	breast_msk_2018	Metastasis	629	584
TNFRSF14	HR+	0.0013	breast_msk_2018	Metastasis	629	584
NBN	HR+	0.0013	breast_msk_2018	Metastasis	629	584
AURKB	HR+	0.0013	breast_msk_2018	Metastasis	629	584
NRAS	HR+	0	breast_msk_2018	Metastasis	629	584
CDKN2B	HR+	0	breast_msk_2018	Metastasis	629	584
