Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Karyotype band	Gene name
ENSG00000171792	2876258	2889524	12	p13.33	RHNO1
ENSG00000078246	2877223	2941138	12	p13.33	TULP3
ENSG00000278356	2885819	2886329	12	p13.33	AC005911.1
ENSG00000252996	2954240	2954338	12	p13.33	RNU6-1315P
ENSG00000197905	2959330	3040676	12	p13.33	TEAD4
ENSG00000250899	3041437	3044950	12	p13.33	AC125807.2
ENSG00000234589	3071532	3072145	12	p13.33	AC125807.1
ENSG00000011105	3077355	3286564	12	p13.33	TSPAN9
ENSG00000278469	3124777	3125063	12	p13.33	Metazoa_SRP
ENSG00000256197	3149797	3151476	12	p13.33	TSPAN9-IT1
ENSG00000275850	3171657	3174056	12	p13.33	AC005912.2
ENSG00000227081	3211663	3211917	12	p13.32	AC005912.1
ENSG00000250770	3296202	3366122	12	p13.32	AC005865.1
ENSG00000287712	3300698	3318677	12	p13.32	AC005865.2
ENSG00000236908	3318718	3325343	12	p13.32	LINC02827
ENSG00000257048	3367833	3371346	12	p13.32	LINC02417
ENSG00000111218	3381349	3593973	12	p13.32	PRMT8
ENSG00000256691	3462718	3463586	12	p13.32	AC005908.2
ENSG00000243507	3468950	3469296	12	p13.32	AC005908.1
ENSG00000287243	3483714	3492819	12	p13.32	THCAT155
ENSG00000130038	3606633	3764819	12	p13.32	CRACR2A
ENSG00000280202	3610307	3612003	12	p13.32	AC005831.1
ENSG00000222338	3726222	3726327	12	p13.32	RNU6-174P
ENSG00000283138	3752518	3757842	12	p13.32	AC006207.1
ENSG00000111224	3791047	3873448	12	p13.32	PARP11
ENSG00000118976	3839459	3842525	12	p13.32	OTUD4P1
ENSG00000256862	3871579	3910382	12	p13.32	PARP11-AS1
ENSG00000256969	4012902	4026658	12	p13.32	AC084375.1
ENSG00000256356	4097451	4099519	12	p13.32	HSPA8P5
ENSG00000242444	4109661	4118132	12	p13.32	AC007207.1
ENSG00000255920	4247981	4276252	12	p13.32	CCND2-AS1
ENSG00000118971	4269771	4305353	12	p13.32	CCND2
ENSG00000285901	4273762	4405490	12	p13.32	AC008012.1
ENSG00000078237	4307763	4360028	12	p13.32	TIGAR
ENSG00000213970	4323724	4324811	12	p13.32	AC006122.1
ENSG00000118972	4368227	4379712	12	p13.32	FGF23
ENSG00000111241	4428155	4445614	12	p13.32	FGF6
ENSG00000047621	4487735	4538508	12	p13.32	C12orf4
ENSG00000111247	4538798	4560048	12	p13.32	RAD51AP1
ENSG00000010219	4562204	4615302	12	p13.32	DYRK4
ENSG00000256748	4601991	4603420	12	p13.32	AC005832.2
ENSG00000272921	4604944	4662643	12	p13.32	AC005832.4
ENSG00000111254	4615508	4649051	12	p13.32	AKAP3
ENSG00000256799	4635349	4636140	12	p13.32	AC005832.3
ENSG00000256381	4645496	4648027	12	p13.32	AC005832.1
ENSG00000139180	4649095	4694317	12	p13.32	NDUFA9
ENSG00000255639	4649101	4774184	12	p13.32	AC005833.1
ENSG00000255474	4700417	4720102	12	p13.32	GAU1
ENSG00000130035	4720400	4851927	12	p13.32	GALNT8
ENSG00000256988	4804499	4830747	12	p13.32	AC005833.2
ENSG00000151079	4809176	4813412	12	p13.32	KCNA6
ENSG00000255608	4838955	4842675	12	p13.32	AC006063.1
ENSG00000286866	4857283	4859904	12	p13.32	AC006063.3
ENSG00000287835	4906393	4909265	12	p13.32	AC006063.4
ENSG00000256654	4909867	5026012	12	p13.32	AC005906.2
ENSG00000111262	4909905	4918256	12	p13.32	KCNA1
ENSG00000284513	4960113	4963450	12	p13.32	AC006063.2
ENSG00000255996	5032388	5032941	12	p13.32	AC005906.1
ENSG00000130037	5043879	5046788	12	p13.32	KCNA5
ENSG00000285523	5088002	5092742	12	p13.32	AC005906.3
ENSG00000256115	5226196	5244199	12	p13.32	LINC02443
ENSG00000256417	5290480	5383653	12	p13.32	AC006206.2
ENSG00000256146	5315961	5319347	12	p13.31	AC006206.1
ENSG00000256218	5366048	5367774	12	p13.31	AC007848.2
ENSG00000255983	5388589	5406651	12	p13.31	AC007848.1
ENSG00000185652	5432108	5521536	12	p13.31	NTF3
ENSG00000047617	5531869	5946232	12	p13.31	ANO2
ENSG00000255973	5583797	5584085	12	p13.31	AC137627.1
ENSG00000110799	5948877	6124770	12	p13.31	VWF
ENSG00000240533	6095699	6095970	12	p13.31	RN7SL69P
ENSG00000255775	6155035	6160719	12	p13.31	AC005845.1
ENSG00000010278	6199715	6238271	12	p13.31	CD9
ENSG00000202318	6234345	6234455	12	p13.31	AC006057.1
ENSG00000256103	6270168	6270425	12	p13.31	ATP5MFP5
ENSG00000008323	6310436	6328506	12	p13.31	PLEKHG6
ENSG00000067182	6328757	6342114	12	p13.31	TNFRSF1A
ENSG00000265388	6344554	6344837	12	p13.31	RN7SL391P
ENSG00000111319	6346843	6377730	12	p13.31	SCNN1A
ENSG00000111321	6375045	6391571	12	p13.31	LTBR
ENSG00000256433	6393879	6396148	12	p13.31	AC005840.2
ENSG00000213942	6409637	6410013	12	p13.31	AC005840.1
ENSG00000224906	6438498	6438852	12	p13.31	SRP14P1
ENSG00000215039	6439001	6451567	12	p13.31	CD27-AS1
ENSG00000139193	6444867	6451718	12	p13.31	CD27
ENSG00000139192	6451690	6466517	12	p13.31	TAPBPL
ENSG00000139190	6462237	6470987	12	p13.31	VAMP1
ENSG00000276718	6466537	6467135	12	p13.31	AC005840.4
ENSG00000256913	6477714	6480207	12	p13.31	AC005840.3
ENSG00000111639	6491886	6493841	12	p13.31	MRPL51
ENSG00000010292	6493356	6531955	12	p13.31	NCAPD2
ENSG00000239002	6510222	6510551	12	p13.31	SCARNA10
ENSG00000276232	6510275	6510522	12	p13.31	AC006064.5
ENSG00000255966	6532290	6533498	12	p13.31	AC006064.3
ENSG00000111640	6534512	6538374	12	p13.31	GAPDH
ENSG00000269968	6537794	6538370	12	p13.31	AC006064.4
ENSG00000010295	6538375	6556083	12	p13.31	IFFO1
ENSG00000245667	6543504	6544931	12	p13.31	AC006064.1
ENSG00000111641	6556863	6568691	12	p13.31	NOP2
ENSG00000285238	6556886	6607367	12	p13.31	AC006064.6
ENSG00000111642	6570082	6614524	12	p13.31	CHD4
ENSG00000247853	6578622	6584739	12	p13.31	AC006064.2
ENSG00000251898	6581474	6581609	12	p13.31	SCARNA11
ENSG00000184574	6618835	6635960	12	p13.31	LPAR5
ENSG00000111644	6638075	6647433	12	p13.31	ACRBP
ENSG00000111653	6650301	6663142	12	p13.31	ING4
ENSG00000219410	6663260	6672069	12	p13.31	AC125494.1
ENSG00000126746	6666477	6689572	12	p13.31	ZNF384
ENSG00000139200	6693792	6700800	12	p13.31	PIANP
ENSG00000252186	6709452	6709552	12	p13.31	RNU6-781P
ENSG00000270068	6723233	6723687	12	p13.31	AC125494.3
ENSG00000111652	6724014	6731875	12	p13.31	COPS7A
ENSG00000269892	6742985	6743641	12	p13.31	AC125494.2
ENSG00000089693	6747996	6767475	12	p13.31	MLF2
ENSG00000159335	6765516	6770952	12	p13.31	PTMS
ENSG00000089692	6772512	6778455	12	p13.31	LAG3
ENSG00000244532	6783854	6784161	12	p13.31	RN7SL380P
ENSG00000010610	6786858	6820799	12	p13.31	CD4
ENSG00000250510	6821624	6829972	12	p13.31	GPR162
ENSG00000110811	6828407	6839847	12	p13.31	P3H3
ENSG00000111664	6839954	6847393	12	p13.31	GNB3
ENSG00000111665	6844793	6852066	12	p13.31	CDCA3
ENSG00000111667	6852128	6866632	12	p13.31	USP5
ENSG00000111669	6867119	6870948	12	p13.31	TPI1
ENSG00000111671	6870935	6889358	12	p13.31	SPSB2
ENSG00000240370	6873389	6884741	12	p13.31	RPL13P5
ENSG00000010626	6873569	6914241	12	p13.31	LRRC23
ENSG00000248593	6884682	6885786	12	p13.31	DSTNP2
ENSG00000275703	6899752	6900212	12	p13.31	U47924.3
ENSG00000111674	6913745	6923698	12	p13.31	ENO2
ENSG00000111676	6924463	6942321	12	p13.31	ATN1
ENSG00000111678	6942978	6946003	12	p13.31	C12orf57
ENSG00000272173	6943508	6944604	12	p13.31	U47924.2
ENSG00000238923	6943816	6943878	12	p13.31	RNU7-1
ENSG00000111679	6946468	6961316	12	p13.31	PTPN6
ENSG00000257084	6963246	6964447	12	p13.31	MIR200CHG
ENSG00000207713	6963699	6963766	12	p13.31	MIR200C
ENSG00000207708	6964097	6964191	12	p13.31	MIR141
ENSG00000271969	6964949	6965382	12	p13.31	U47924.1
ENSG00000215021	6965327	6970753	12	p13.31	PHB2
ENSG00000238795	6967337	6967606	12	p13.31	SCARNA12
ENSG00000126749	6970913	6997428	12	p13.31	EMG1
ENSG00000111684	6976185	7018477	12	p13.31	LPCAT3
ENSG00000182326	6988259	7071032	12	p13.31	C1S
ENSG00000239701	7032108	7032398	12	p13.31	AC006512.1
ENSG00000257078	7041156	7041641	12	p13.31	AC006512.2
ENSG00000159403	7080214	7092540	12	p13.31	C1R
ENSG00000139178	7089587	7109238	12	p13.31	C1RL
ENSG00000205885	7108052	7122501	12	p13.31	C1RL-AS1
ENSG00000139194	7115736	7128889	12	p13.31	RBP5
ENSG00000200345	7118785	7118891	12	p13.31	RNU6-485P
ENSG00000256967	7129079	7131198	12	p13.31	AC018653.3
ENSG00000139182	7129698	7158945	12	p13.31	CLSTN3
ENSG00000285770	7146482	7147817	12	p13.31	AC018653.4
ENSG00000255572	7166674	7189069	12	p13.31	AC018653.1
ENSG00000139197	7188685	7218574	12	p13.31	PEX5
ENSG00000256480	7237432	7240986	12	p13.31	AC018653.2
ENSG00000215009	7304284	7328724	12	p13.31	ACSM4
ENSG00000177675	7346685	7479897	12	p13.31	CD163L1
ENSG00000255836	7438780	7439990	12	p13.31	AC131206.1
ENSG00000177575	7470813	7503893	12	p13.31	CD163
ENSG00000235868	7566369	7567382	12	p13.31	GAPDHP31
ENSG00000256331	7604350	7605214	12	p13.31	NIFKP3
ENSG00000255977	7606834	7607331	12	p13.31	AC006927.1
ENSG00000284327	7619872	7620260	12	p13.31	AC006927.2
ENSG00000284591	7620542	7621450	12	p13.31	AC006927.4
ENSG00000284522	7626103	7626486	12	p13.31	AC006927.3
ENSG00000285142	7637396	7647086	12	p13.31	AC006927.5
ENSG00000111701	7649400	7665908	12	p13.31	APOBEC1
ENSG00000184344	7689784	7695775	12	p13.31	GDF3
ENSG00000187569	7711433	7717559	12	p13.31	DPPA3
ENSG00000198178	7729415	7751605	12	p13.31	CLEC4C
ENSG00000205857	7765216	7774121	12	p13.31	NANOGNB
ENSG00000201549	7784403	7784511	12	p13.31	Y_RNA
ENSG00000111704	7787794	7799146	12	p13.31	NANOG
ENSG00000199912	7800361	7800467	12	p13.31	Y_RNA
ENSG00000173262	7812512	7891148	12	p13.31	SLC2A14
ENSG00000287713	7838914	7844395	12	p13.31	AC006517.2
ENSG00000201663	7850717	7850818	12	p13.31	Y_RNA
ENSG00000278459	7856169	7856471	12	p13.31	Metazoa_SRP
ENSG00000241828	7860437	7860764	12	p13.31	AC006517.1
ENSG00000255885	7870852	7871370	12	p13.31	AC124891.1
ENSG00000176654	7890801	7900140	12	p13.31	NANOGP1
ENSG00000255356	7896608	7896956	12	p13.31	AC007536.1
ENSG00000059804	7919230	7936187	12	p13.31	SLC2A3
ENSG00000288043	7954216	7972759	12	p13.31	AC006511.6
ENSG00000206636	7976259	7976360	12	p13.31	Y_RNA
ENSG00000240739	7994770	7995084	12	p13.31	AC006511.1
ENSG00000282080	8014093	8019007	12	p13.31	AC006511.4
ENSG00000255964	8015024	8016406	12	p13.31	HSPD1P12
ENSG00000255581	8017201	8017860	12	p13.31	AC006511.2
ENSG00000065970	8032716	8055517	12	p13.31	FOXJ2
ENSG00000171860	8056844	8066359	12	p13.31	C3AR1
ENSG00000089818	8076939	8097881	12	p13.31	NECAP1
ENSG00000279865	8080381	8082163	12	p13.31	AC006511.3
ENSG00000284697	8082269	8138548	12	p13.31	AC006511.5
ENSG00000111729	8123632	8138607	12	p13.31	CLEC4A
ENSG00000235602	8133772	8134849	12	p13.31	POU5F1P3
ENSG00000284393	8138140	8175320	12	p13.31	AC092111.3
ENSG00000256171	8141168	8142697	12	p13.31	GCSHP4
ENSG00000196946	8157034	8188537	12	p13.31	ZNF705A
ENSG00000226711	8180209	8216151	12	p13.31	FAM66C
ENSG00000244050	8199599	8218911	12	p13.31	DEFB109F
ENSG00000276417	8205984	8207397	12	p13.31	AC092111.2
ENSG00000275367	8217758	8221115	12	p13.31	AC092111.1
ENSG00000171847	8221260	8227618	12	p13.31	FAM90A1
ENSG00000254016	8227734	8231764	12	p13.31	ALG1L10P
ENSG00000164845	8232512	8242948	12	p13.31	FAM86FP
ENSG00000215241	8235415	8242564	12	p13.31	LINC02449
ENSG00000286895	8243147	8342048	12	p13.31	AC092745.5
ENSG00000256589	8254527	8308855	12	p13.31	ENPP7P5
ENSG00000286504	8282677	8286518	12	p13.31	AC092745.4
ENSG00000226091	8295986	8396803	12	p13.31	LINC00937
ENSG00000256552	8320381	8369555	12	p13.31	AC092745.2
ENSG00000256101	8321876	8329614	12	p13.31	AC092745.1
ENSG00000277952	8340182	8340397	12	p13.31	AC092745.3
ENSG00000242661	8359054	8359834	12	p13.31	RPS3AP43
ENSG00000284687	8390270	8390488	12	p13.31	AC092865.4
ENSG00000284673	8396423	8396641	12	p13.31	AC092865.3
ENSG00000256136	8406833	8407195	12	p13.31	AC092865.2
ENSG00000238152	8414780	8415805	12	p13.31	OR7E140P
ENSG00000214487	8427640	8428610	12	p13.31	OR7E148P
ENSG00000177586	8437403	8438425	12	p13.31	OR7E149P
ENSG00000205846	8455962	8478330	12	p13.31	CLEC6A
ENSG00000243830	8460618	8461232	12	p13.31	AC092865.1
ENSG00000201780	8484746	8484852	12	p13.31	RNU6-275P
ENSG00000166527	8509475	8522366	12	p13.31	CLEC4D
ENSG00000246115	8512374	8512726	12	p13.31	SUPT4H1P2
ENSG00000166523	8533305	8540905	12	p13.31	CLEC4E
ENSG00000255801	8548361	8567613	12	p13.31	AC092746.1
ENSG00000238943	8592476	8592585	12	p13.31	Y_RNA
ENSG00000252727	8597509	8597640	12	p13.31	AC092184.1
ENSG00000111732	8602170	8612867	12	p13.31	AICDA
ENSG00000280345	8631545	8632259	12	p13.31	AC092184.2
ENSG00000255967	8634367	8637608	12	p13.31	HADHAP2
ENSG00000197614	8637346	8662888	12	p13.31	MFAP5
ENSG00000255829	8664011	8669011	12	p13.31	AC092490.2
ENSG00000256004	8678773	8679670	12	p13.31	AC092490.3
ENSG00000166532	8681600	8783095	12	p13.31	RIMKLB
ENSG00000244131	8742428	8743072	12	p13.31	RPSAP51
ENSG00000256661	8776219	8830947	12	p13.31	A2ML1-AS1
ENSG00000249790	8788253	8795789	12	p13.31	AC092490.1
ENSG00000256904	8819816	8820713	12	p13.31	A2ML1-AS2
ENSG00000166535	8822621	8887001	12	p13.31	A2ML1
ENSG00000282022	8858143	8915276	12	p13.31	AC006581.2
ENSG00000111752	8913896	8941467	12	p13.31	PHC1
ENSG00000003056	8940361	8949761	12	p13.31	M6PR
ENSG00000139187	8950044	9010760	12	p13.31	KLRG1
ENSG00000257105	8987175	8996566	12	p13.31	AC006581.1
ENSG00000213049	9027532	9029089	12	p13.31	HNRNPA1P34
ENSG00000255776	9036344	9037244	12	p13.31	VDAC2P2
ENSG00000214851	9055589	9065070	12	p13.31	LINC00612
ENSG00000245105	9065163	9068689	12	p13.31	A2M-AS1
ENSG00000175899	9067664	9116229	12	p13.31	A2M
ENSG00000256937	9127783	9128645	12	p13.31	KRT17P8
ENSG00000256720	9135084	9135591	12	p13.31	BTG1P1
ENSG00000126838	9148840	9208395	12	p13.31	PZP
ENSG00000256817	9155881	9156372	12	p13.31	TPT1P12
ENSG00000256069	9228533	9275817	12	p13.31	A2MP1
ENSG00000283429	9239467	9239551	12	p13.31	MIR1244-3
ENSG00000231503	9239986	9240331	12	p13.31	PTMAP4
ENSG00000237248	9240003	9257960	12	p13.31	LINC00987
ENSG00000256427	9240406	9261050	12	p13.31	AC010175.1
ENSG00000111788	9277235	9313241	12	p13.31	AC009533.1
ENSG00000212440	9286673	9286822	12	p13.31	SNORA75
ENSG00000255753	9314402	9316173	12	p13.31	AC009533.2
ENSG00000286911	9347028	9350947	12	p13.31	AC009533.3
ENSG00000260423	9347056	9400387	12	p13.31	LINC02367
ENSG00000287577	9348030	9349268	12	p13.31	AC009533.4
ENSG00000256673	9398355	9414851	12	p13.31	AC141557.1
ENSG00000278635	9415641	9416718	12	p13.31	AC141557.2
ENSG00000214826	9418673	9448229	12	p13.31	DDX12P
ENSG00000212432	9445058	9445205	12	p13.31	SNORA75
ENSG00000284634	9448295	9658392	12	p13.31	AC092821.3
ENSG00000214776	9480608	9576275	12	p13.31	AC092821.1
ENSG00000256975	9506347	9508440	12	p13.31	AC092821.2
ENSG00000111796	9594551	9607916	12	p13.31	KLRB1
ENSG00000212345	9624122	9624228	12	p13.31	RNU6-700P
ENSG00000233719	9641723	9643011	12	p13.31	GOT2P3
ENSG00000272917	9642872	9657070	12	p13.31	AC010186.4
ENSG00000256442	9647014	9648084	12	p13.31	AC010186.1
ENSG00000256594	9648047	9658412	12	p13.31	AC010186.2
ENSG00000257027	9658567	9662085	12	p13.31	AC010186.3
ENSG00000069493	9664969	9699553	12	p13.31	CLEC2D
ENSG00000213443	9695384	9696227	12	p13.31	AC007068.1
ENSG00000256582	9704077	9709350	12	p13.31	LINC02390
ENSG00000184293	9715860	9733299	12	p13.31	CLECL1
ENSG00000110848	9752486	9760901	12	p13.31	CD69
ENSG00000256912	9817350	9818025	12	p13.31	GCNAP1
ENSG00000150045	9827481	9845007	12	p13.31	KLRF1
ENSG00000110852	9852984	9870136	12	p13.31	CLEC2B
ENSG00000255882	9867027	9869808	12	p13.31	AC091814.1
ENSG00000256797	9881489	9895833	12	p13.31	KLRF2
ENSG00000188393	9898673	9932370	12	p13.31	CLEC2A
ENSG00000225231	9936504	9943495	12	p13.31	LINC02470
ENSG00000231560	9948137	9953336	12	p13.31	CLEC12A-AS1
ENSG00000172322	9951316	9995694	12	p13.31	CLEC12A
ENSG00000165682	9985642	10013424	12	p13.2	CLEC1B
ENSG00000256660	10010627	10018796	12	p13.2	CLEC12B
ENSG00000256803	10015240	10030606	12	p13.2	AC024224.2
ENSG00000197992	10030678	10066031	12	p13.2	CLEC9A
ENSG00000256626	10040848	10045711	12	p13.2	AC024224.1
ENSG00000150048	10069554	10111627	12	p13.2	CLEC1A
ENSG00000223042	10084186	10084490	12	p13.2	RN7SKP161
ENSG00000255734	10111738	10112471	12	p13.2	HNRNPABP1
ENSG00000172243	10116777	10130258	12	p13.2	CLEC7A
ENSG00000173391	10158301	10172138	12	p13.2	OLR1
ENSG00000165685	10170542	10191801	12	p13.2	TMEM52B
ENSG00000139112	10212458	10223128	12	p13.2	GABARAPL1
ENSG00000255958	10214161	10214761	12	p13.2	GABARAPL1-AS1
ENSG00000134539	10226058	10329608	12	p13.2	KLRD1
ENSG00000256288	10332861	10338292	12	p13.2	LINC02617
ENSG00000256155	10358464	10361045	12	p13.2	LINC02598
ENSG00000245648	10363638	10398506	12	p13.2	AC022075.1
ENSG00000255819	10372353	10410146	12	p13.2	KLRC4-KLRK1
ENSG00000213809	10372353	10391874	12	p13.2	KLRK1
ENSG00000183542	10407382	10409757	12	p13.2	KLRC4
ENSG00000255641	10412312	10436001	12	p13.2	AC068775.1
ENSG00000205810	10412315	10420595	12	p13.2	KLRC3
ENSG00000205809	10426854	10442300	12	p13.2	KLRC2
ENSG00000134545	10442264	10454685	12	p13.2	KLRC1
ENSG00000180574	10505602	10523135	12	p13.2	EIF2S3B
ENSG00000257016	10551266	10551535	12	p13.2	SLC25A39P2
ENSG00000256039	10553362	10572688	12	p13.2	LINC02446
ENSG00000256667	10588063	10599669	12	p13.2	KLRA1P
ENSG00000111196	10604193	10613609	12	p13.2	MAGOHB
ENSG00000060140	10618923	10674318	12	p13.2	STYK1
ENSG00000060138	10699089	10723323	12	p13.2	YBX3
ENSG00000256888	10750188	10777446	12	p13.2	LINC02366
ENSG00000235930	10770305	10770605	12	p13.2	HSPE1P12
ENSG00000121377	10801532	10802627	12	p13.2	TAS2R7
ENSG00000121314	10806051	10807293	12	p13.2	TAS2R8
ENSG00000121381	10809094	10810168	12	p13.2	TAS2R9
ENSG00000231887	10824960	11171608	12	p13.2	PRH1
ENSG00000121318	10825317	10826358	12	p13.2	TAS2R10
ENSG00000256651	10831074	10832016	12	p13.2	AC006518.1
ENSG00000111215	10845849	10849475	12	p13.2	PRR4
ENSG00000275778	10845849	11171600	12	p13.2	AC018630.2
ENSG00000256682	10894943	10896952	12	p13.2	AC006518.2
ENSG00000212128	10907926	10909562	12	p13.2	TAS2R13
ENSG00000134551	10929236	10934845	12	p13.2	PRH2
ENSG00000212127	10937408	11171573	12	p13.2	TAS2R14
ENSG00000212125	10964425	10965352	12	p13.2	TAS2R15P
ENSG00000212126	10985913	10986912	12	p13.2	TAS2R50
ENSG00000255837	10996495	10997875	12	p13.2	TAS2R20
ENSG00000212124	11021619	11022620	12	p13.2	TAS2R19
ENSG00000256436	11030387	11031407	12	p13.2	TAS2R31
ENSG00000256019	11048332	11049256	12	p13.2	TAS2R63P
ENSG00000226761	11061365	11062294	12	p13.2	TAS2R46
ENSG00000256274	11076769	11079171	12	p13.2	TAS2R64P
ENSG00000255374	11091287	11092313	12	p13.2	TAS2R43
ENSG00000256400	11097179	11097274	12	p13.2	AC018630.1
ENSG00000256188	11132958	11134644	12	p13.2	TAS2R30
ENSG00000256981	11158785	11159694	12	p13.2	AC134349.2
ENSG00000256712	11166090	11171353	12	p13.2	AC134349.1
ENSG00000256537	11171194	11176016	12	p13.2	SMIM10L1
ENSG00000186136	11185993	11186937	12	p13.2	TAS2R42
ENSG00000256657	11196075	11196996	12	p13.2	AC244131.1
ENSG00000275119	11212219	11251389	12	p13.2	AC244131.2
ENSG00000197870	11265924	11269805	12	p13.2	PRB3
ENSG00000230657	11307077	11310436	12	p13.2	PRB4
ENSG00000251655	11351823	11395566	12	p13.2	PRB1
ENSG00000121335	11391540	11501041	12	p13.2	PRB2
ENSG00000255790	11399381	11486708	12	p13.2	AC078950.1
ENSG00000237303	11481383	11481656	12	p13.2	HIGD1AP8
ENSG00000278654	11500499	11501022	12	p13.2	AC007450.4
ENSG00000277705	11507162	11507408	12	p13.2	AC007450.3
ENSG00000270863	11512723	11514136	12	p13.2	DDX55P1
ENSG00000274551	11516425	11521686	12	p13.2	AC007450.2
ENSG00000256237	11541395	11555838	12	p13.2	AC007450.1
ENSG00000251747	11546479	11546540	12	p13.2	RNU7-60P
ENSG00000247157	11548030	11590369	12	p13.2	LINC01252
ENSG00000139083	11649674	11895377	12	p13.2	ETV6
ENSG00000121380	12049844	12211084	12	p13.2	BCL2L14
ENSG00000198134	12111163	12111489	12	p13.2	PTMAP9
ENSG00000283475	12111952	12112036	12	p13.2	MIR1244-4
ENSG00000070018	12116025	12267044	12	p13.2	LRP6
ENSG00000242405	12155262	12155772	12	p13.2	AC007537.1
ENSG00000199551	12226674	12226777	12	p13.2	RNU6-545P
ENSG00000270857	12248991	12249427	12	p13.2	AC007621.1
ENSG00000207010	12289227	12289329	12	p13.2	RNU6-318P
ENSG00000111261	12326056	12350242	12	p13.2	MANSC1
ENSG00000243141	12338776	12339254	12	p13.2	RPL23AP66
ENSG00000205791	12355406	12357067	12	p13.2	LOH12CR2
ENSG00000165714	12357078	12471233	12	p13.2	BORCS5
ENSG00000271370	12452103	12452481	12	p13.2	AC007619.2
ENSG00000111266	12473282	12562863	12	p13.2	DUSP16
ENSG00000255670	12485353	12491581	12	p13.2	AC007619.1
ENSG00000240424	12568201	12568776	12	p13.2	AC092824.1
ENSG00000111269	12611827	12645108	12	p13.1	CREBL2
ENSG00000271215	12614359	12615907	12	p13.1	RPL21P136
ENSG00000275963	12648939	12649713	12	p13.1	AC008115.4
ENSG00000183150	12660890	12696207	12	p13.1	GPR19
ENSG00000257004	12668982	12685075	12	p13.1	AC008115.2
ENSG00000111276	12715058	12722369	12	p13.1	CDKN1B
ENSG00000275560	12718973	12719521	12	p13.1	AC008115.3
ENSG00000256658	12723297	12724011	12	p13.1	AC008115.1
ENSG00000178878	12725917	12829975	12	p13.1	APOLD1
ENSG00000207983	12764649	12764743	12	p13.1	MIR613
ENSG00000270296	12771351	12771705	12	p13.1	STX8P1
ENSG00000213782	12813316	12829981	12	p13.1	DDX47
ENSG00000242329	12840804	12841079	12	p13.1	AC007215.1
ENSG00000241352	12850982	12851740	12	p13.1	AC007688.2
ENSG00000234498	12875499	12876107	12	p13.1	RPL13AP20
ENSG00000013588	12891559	12917937	12	p13.1	GPRC5A
ENSG00000283759	12915829	12915918	12	p13.1	MIR614
ENSG00000247498	12927726	12984645	12	p13.1	GPRC5D-AS1
ENSG00000111291	12940775	12952147	12	p13.1	GPRC5D
ENSG00000256011	12962300	12963539	12	p13.1	AC007688.3
ENSG00000221611	12972053	12972143	12	p13.1	AC007688.1
ENSG00000013583	12974870	13000265	12	p13.1	HEBP1
